First Robot | Second Robot | Step
    (72,80)        (94 46)         351
    (71,80)        (94 47)         352
    (70,80)        (94 48)         353
    (69,80)        (94 49)         354
    (68,80)        (94 50)         355
    (67,80)        (94 51)         356
    (66,80)        (94 52)         357
    (65,80)        (94 53)         358
    (64,80)        (95 53)         359
    (64,81)        (95 54)         360
    (64,82)        (95 55)         361
    (65,82)        (95 56)         362
    (65,83)        (94 56)         363
    (65,84)        (94 57)         364
    (64,84)        (94 58)         365
    (64,85)        (94 59)         366
    (64,86)        (95 59)         367
    (64,87)        (96 59)         368
    (64,88)        (96 60)         369
    (63,88)        (96 61)         370
    (63,89)        (95 61)         371
    (63,90)        (95 62)         372
    (64,90)        (95 63)         373
    (64,91)        (94 63)         374
    (64,92)        (93 63)         375
    (64,91)        (93 64)         376
    (64,90)        (93 65)         377
    (63,90)        (94 65)         378
    (63,89)        (94 66)         379
    (63,88)        (94 67)         380
    (64,88)        (93 67)         381
    (65,88)        (93 68)         382
    (65,87)        (93 69)         383
    (65,86)        (92 69)         384
    (65,85)        (92 70)         385
    (65,84)        (92 71)         386
    (65,83)        (92 72)         387
    (65,82)        (93 72)         388
    (66,82)        (94 72)         389
    (66,81)        (94 73)         390
    (66,80)        (93 73)         391
    (65,80)        (93 74)         392
    (65,79)        (93 75)         393
    (65,78)        (92 75)         394
    (65,77)        (91 75)         395
    (65,76)        (91 76)         396
    (65,75)        (90 76)         397
    (66,75)        (89 76)         398
    (66,74)        (89 75)         399
    (66,73)        (88 75)         400
    (66,72)        (87 75)         401
    (67,72)        (86 75)         402
    (67,71)        (86 76)         403
    (67,70)        (85 76)         404
    (67,69)        (84 76)         405
    (66,69)        (83 76)         406
    (66,68)        (82 76)         407
    (66,67)        (81 76)         408
    (67,67)        (80 76)         409
    (67,66)        (80 77)         410
    (67,65)        (80 78)         411
    (68,65)        (80 79)         412
    (68,64)        (79 79)         413
    (68,63)        (78 79)         414
    (68,62)        (77 79)         415
    (67,62)        (76 79)         416
    (67,61)        (76 80)         417
    (66,61)        (75 80)         418
    (65,61)        (74 80)         419
    (65,62)        (73 80)         420
    (65,63)        (72 80)         421
    (66,63)        (71 80)         422
Wait for 2nd     (70 80)         423
Wait for 2nd     (69 80)         424
Wait for 2nd     (68 80)         425
Wait for 2nd     (67 80)         426
Wait for 2nd     (66 80)         427
Wait for 2nd     (65 80)         428
Wait for 2nd     (64 80)         429
Wait for 2nd     (64 81)         430
Wait for 2nd     (64 82)         431
Wait for 2nd     (65 82)         432
Wait for 2nd     (65 83)         433
Wait for 2nd     (65 84)         434
Wait for 2nd     (64 84)         435
Wait for 2nd     (64 85)         436
Wait for 2nd     (64 86)         437
Wait for 2nd     (64 87)         438
Wait for 2nd     (64 88)         439
Wait for 2nd     (63 88)         440
Wait for 2nd     (63 89)         441
Wait for 2nd     (63 90)         442
Wait for 2nd     (64 90)         443
Wait for 2nd     (64 91)         444
Wait for 2nd     (64 92)         445
Wait for 2nd     (64 91)         446
Wait for 2nd     (64 90)         447
Wait for 2nd     (63 90)         448
Wait for 2nd     (63 89)         449
Wait for 2nd     (63 88)         450
Wait for 2nd     (64 88)         451
Wait for 2nd     (65 88)         452
Wait for 2nd     (65 87)         453
Wait for 2nd     (65 86)         454
Wait for 2nd     (65 85)         455
Wait for 2nd     (65 84)         456
Wait for 2nd     (65 83)         457
Wait for 2nd     (66 83)         458
Wait for 2nd     (66 82)         459
Wait for 2nd     (66 81)         460
Wait for 2nd     (66 80)         461
Wait for 2nd     (66 79)         462
Wait for 2nd     (65 79)         463
Wait for 2nd     (65 78)         464
Wait for 2nd     (65 77)         465
Wait for 2nd     (65 76)         466
Wait for 2nd     (65 75)         467
Wait for 2nd     (66 75)         468
Wait for 2nd     (66 74)         469
Wait for 2nd     (66 73)         470
Wait for 2nd     (66 72)         471
Wait for 2nd     (67 72)         472
Wait for 2nd     (67 71)         473
Wait for 2nd     (67 70)         474
Wait for 2nd     (67 69)         475
Wait for 2nd     (66 69)         476
Wait for 2nd     (66 68)         477
Wait for 2nd     (66 67)         478
Wait for 2nd     (67 67)         479
Wait for 2nd     (67 66)         480
Wait for 2nd     (67 65)         481
Wait for 2nd     (68 65)         482
Wait for 2nd     (68 64)         483
Wait for 2nd     (68 63)         484
Wait for 2nd     (68 62)         485
Wait for 2nd     (67 62)         486
Wait for 2nd     (67 61)         487
Wait for 2nd     (66 61)         488
Wait for 2nd     (65 61)         489
Wait for 2nd     (65 62)         490
Wait for 2nd     (65 63)         491
    (65,63)        (65 62)         492
    (65,62)        (65 61)         493
    (64,62)        (66 61)         494
    (63,62)        (67 61)         495
    (62,62)        (68 61)         496
    (61,62)        (69 61)         497
    (60,62)        (70 61)         498
    (59,62)        (70 60)         499
    (58,62)        (71 60)         500
    (57,62)        (71 59)         501
    (56,62)        (71 58)         502
    (55,62)        (71 57)         503
    (54,62)        (71 56)         504
    (54,61)        (70 56)         505
    (53,61)        (70 55)         506
    (53,60)        (70 54)         507
    (52,60)        (70 53)         508
    (51,60)        (70 52)         509
    (50,60)        (70 51)         510
    (49,60)        (70 50)         511
    (48,60)        (70 49)         512
    (48,61)        (70 48)         513
    (47,61)        (69 48)         514
    (46,61)        (69 47)         515
    (46,60)        (69 46)         516
    (45,60)        (69 45)         517
    (45,59)        (70 45)         518
    (44,59)        (71 45)         519
    (44,58)        (71 44)         520
    (43,58)        (71 43)         521
    (42,58)        (71 42)         522
    (41,58)        (71 41)         523
    (40,58)        (71 40)         524
    (40,57)        (71 39)         525
    (39,57)        (71 38)         526
    (39,56)        (72 38)         527
    (39,55)        (72 37)         528
    (39,54)        (72 36)         529
    (39,53)        (71 36)         530
    (39,52)        (71 35)         531
    (39,51)        (71 34)         532
    (39,50)        (71 33)         533
    (39,49)        (71 32)         534
    (38,49)        (71 31)         535
    (38,48)        (72 31)         536
    (38,47)        (72 30)         537
    (38,46)        (72 29)         538
    (39,46)        (71 29)         539
    (39,45)        (71 28)         540
    (39,44)        (71 27)         541
    (39,43)        (71 26)         542
    (39,42)        (71 25)         543
    (39,41)        (71 24)         544
    (39,40)        (70 24)         545
    (40,40)        (70 23)         546
    (40,39)        (69 23)         547
    (40,38)        (69 22)         548
    (39,38)        (69 21)         549
    (39,37)        (70 21)         550
    (39,36)        (70 20)         551
Wait for 2nd     (70 19)         552
Wait for 2nd     (70 18)         553
Wait for 2nd     (71 18)         554
Wait for 2nd     (71 17)         555
Wait for 2nd     (71 16)         556
Wait for 2nd     (71 15)         557
Wait for 2nd     (71 14)         558
Wait for 2nd     (72 14)         559
Wait for 2nd     (72 13)         560
Wait for 2nd     (72 12)         561
Wait for 2nd     (71 12)         562
Wait for 2nd     (71 11)         563
Wait for 2nd     (71 10)         564
Wait for 2nd     (71 9)         565
Wait for 2nd     (71 8)         566
Wait for 2nd     (71 7)         567
Wait for 2nd     (71 6)         568
Wait for 2nd     (72 6)         569
Wait for 2nd     (72 5)         570
Wait for 2nd     (72 4)         571
Wait for 2nd     (72 3)         572
Wait for 2nd     (71 3)         573
Wait for 2nd     (71 2)         574
Number of nodes: 2350
